std,attendance 
0.591996375,50.0
0.578541912,50.0
3.582674358,56.0
2.813055238,55.0
1.369079087,53.0
2.121320344,48.0
0.692676031,50.0
0.014142136,51.0
0.707106781,52.0
0.693508574,50.0
3.455484082,46.0
2.003469213,48.0
2.892709559,55.0
2.146574157,54.0
1.414213562,53.0
0.694915285,50.0
0.011984861,51.0
0.707106781,52.0
0.695514867,50.0
0.011404948,51.0
2.076424675,48.0
0.740252412,52.0
2.817548559,55.0
4.167644513,57.0
1.466982725,49.0
3.535533906,46.0
2.09057657,48.0
0.030304576,51.0
0.727025282,52.0
0.716927709,52.0
4.174835927,45.0
1.461991048,53.0
2.837855215,55.0
4.893923249,58.0
0.05509923,51.0
2.148516758,48.0
2.121320344,48.0
0.698267946,50.0
1.405483849,53.0
0.689860274,52.0
4.208563252,45.0
2.062394778,48.0
2.853383835,55.0
2.820204953,55.0
0.690851453,52.0
0.016070609,51.0
2.113375324,48.0
0.707106781,52.0
4.895354639,58.0
0.053801603,51.0
0.053223091,51.0
2.850994362,47.0
0.72199324,50.0
1.414213562,49.0
0.699817021,52.0
2.106889593,48.0
0.714249274,52.0
0.007071068,51.0
4.207635401,57.0
3.466209712,56.0
0.068651144,51.0
2.032931996,54.0
2.889036277,47.0
2.161345256,48.0
0.660847459,52.0
0.654728501,52.0
4.255615123,45.0
2.1148921,48.0
1.407843231,53.0
0.006313453,51.0
2.797139214,55.0
2.071698815,54.0
0.750148064,50.0
2.761373895,55.0
3.438835543,56.0
1.306349816,53.0
2.21045145,48.0
1.490816797,49.0
2.881021844,47.0
0.753474439,50.0
0.655367261,52.0
0.051322266,51.0
4.25961125,45.0
0.684658947,52.0
0.679267932,52.0
2.778708679,55.0
2.055542969,54.0
0.065271395,51.0
1.338644899,53.0
0.074996174,51.0
2.030938274,54.0
0.089707577,51.0
0.612825877,52.0
1.497402595,49.0
1.48647265,49.0
0.77371829,50.0
0.066132289,51.0
2.873883989,47.0
0.656957364,52.0
1.35445806,53.0
2.047148304,54.0
0.073656956,51.0
0.77537916,50.0
1.336722408,53.0
1.481557065,49.0
1.471546545,49.0
0.645412901,52.0
5.5578593,59.0
1.306508556,53.0
1.297913105,53.0
0.818025492,50.0
2.217743996,48.0
1.500891168,49.0
0.08612198,51.0
1.490779265,49.0
2.886606797,47.0
1.463132899,49.0
4.870197955,58.0
2.029089024,54.0
0.611079934,52.0
1.31009968,53.0
0.806274196,50.0
2.207030256,48.0
0.78804069,50.0
4.136786379,57.0
0.808122036,50.0
0.602505186,52.0
2.004855697,54.0
1.290159741,53.0
1.282658812,53.0
0.130794318,51.0
2.942214423,47.0
1.519269427,49.0
0.807548085,50.0
0.802985667,50.0
1.501608783,49.0
2.196376371,48.0
1.331717771,53.0
1.324360214,53.0
4.129969826,57.0
0.112055173,51.0
0.591817632,52.0
0.114665965,51.0
0.589255651,52.0
2.696080936,55.0
2.68174008,55.0
0.849276399,50.0
0.141421356,51.0
2.250894885,48.0
2.239171474,48.0
0.117240503,51.0
1.523559972,49.0
0.812266251,50.0
0.598876151,52.0
4.113423204,57.0
0.574970666,52.0
0.131472115,51.0
0.572756493,52.0
2.948037227,47.0
1.526230478,49.0
1.999405381,54.0
2.693244946,55.0
1.272792206,53.0
0.844409069,50.0
1.544020604,49.0
1.536597428,49.0
1.529245288,49.0
0.818223561,50.0
1.518101289,49.0
2.214711805,48.0
3.425982151,56.0
4.817577976,58.0
1.979898987,54.0
0.140766628,51.0
0.140117934,51.0
2.954927879,47.0
0.577954858,52.0
1.983113109,54.0
0.841489065,50.0
2.949463421,47.0
0.824429431,50.0
1.995051275,54.0
1.282220297,53.0
1.276546755,53.0
1.270923201,53.0
0.142661894,51.0
1.265999041,53.0
1.260494697,53.0
0.550992297,52.0
0.155441577,51.0
1.562918422,49.0
1.556239283,49.0
0.845519172,50.0
0.566284668,52.0
2.252597552,48.0
0.130725623,51.0
0.573969521,52.0
2.68405949,55.0
1.264576858,53.0
0.555166481,52.0
1.257078722,53.0
2.269117253,48.0
2.25985555,48.0
0.137972055,51.0
3.38380654,56.0
2.665906615,55.0
0.866134812,50.0
1.566948627,49.0
0.552163064,52.0
0.154328861,51.0
0.153718865,51.0
0.551209223,52.0
2.268287635,48.0
0.146393201,51.0
1.967242601,54.0
4.072715802,57.0
2.986775361,47.0
0.862126345,50.0
1.563220738,49.0
0.852846347,50.0
1.263650902,53.0
0.149992348,51.0
1.558303246,49.0
1.552444963,49.0
3.384578526,56.0
1.963012855,54.0
0.546759147,52.0
1.568729489,49.0
3.676433412,46.0
1.549395741,49.0
1.274346287,53.0
1.269695388,53.0
2.257599105,48.0
0.840329798,50.0
4.094582228,57.0
0.147525875,51.0
2.671292284,55.0
0.156573644,51.0
1.565197217,49.0
0.150448251,51.0
1.259299709,53.0
1.959482524,54.0
1.570521377,49.0
1.565030044,49.0
1.559576977,49.0
0.144858681,51.0
1.969622695,54.0
1.962830893,54.0
0.157944814,51.0
0.547281276,52.0
0.545413422,52.0
0.865845038,50.0
2.272329588,48.0
1.559934892,49.0
2.259408537,48.0
0.56710913,52.0
4.088921822,57.0
2.665792565,55.0
1.247420933,53.0
0.538525032,52.0
2.28234466,48.0
0.160494631,51.0
0.159968419,51.0
0.159445647,51.0
2.978140287,47.0
0.85403806,50.0
1.967999456,54.0
1.96165107,54.0
0.545677259,52.0
0.16091212,51.0
0.54444963,52.0
0.866993983,50.0
0.159379624,51.0
0.863744359,50.0
0.548732707,52.0
0.862759217,50.0
0.860054643,50.0
1.962221318,54.0
0.15860339,51.0
0.546799964,52.0
2.979480895,47.0
0.150587555,51.0
0.855055277,50.0
2.672256302,55.0
0.155693236,51.0
0.155218562,51.0
1.564661814,49.0
1.964899753,54.0
0.155948021,51.0
0.155478298,51.0
1.564978071,49.0
0.855302813,50.0
0.85274967,50.0
0.559792868,52.0
0.146876779,51.0
1.556471731,49.0
0.141838528,51.0
0.846448412,50.0
2.681199613,55.0
1.263281413,53.0
0.150492114,51.0
0.150054637,51.0
0.149619696,51.0
0.149187269,51.0
2.969033372,47.0
2.960501667,47.0
1.54185748,49.0
0.127279221,51.0
5.513821254,59.0
1.267569258,53.0
1.969082056,54.0
0.151808236,51.0
0.151380607,51.0
0.15095538,51.0
0.150532536,51.0
2.265506922,48.0
1.554059193,49.0
1.549742362,49.0
2.685438773,55.0
0.847746804,50.0
1.270065073,53.0
1.266575883,53.0
0.852402695,50.0
1.555248521,49.0
2.256190847,48.0
0.839689303,50.0
0.132223219,51.0
1.983721186,54.0
1.273173396,53.0
3.385368756,56.0
1.965870595,54.0
0.155034107,51.0
0.154620683,51.0
2.269887992,48.0
2.263867069,48.0
1.552641874,49.0
0.84330413,50.0
0.56940704,52.0
1.273163391,53.0
1.975086219,54.0
1.264668786,53.0
1.261375378,53.0
1.562981483,49.0
2.264207206,48.0
2.963636173,47.0
0.570423769,52.0
4.095402514,57.0
4.084901482,57.0
1.958559192,54.0
2.278254757,48.0
2.272457671,48.0
0.856065824,50.0
1.559215206,49.0
0.56068568,52.0
3.672680561,46.0
0.136802066,51.0
3.390213715,56.0
4.792416209,58.0
0.862282334,50.0
1.565485162,49.0
2.972304931,47.0
0.561834843,52.0
1.265808435,53.0
3.378786097,56.0
2.977840351,47.0
2.265168047,48.0
1.554251825,49.0
1.976449686,54.0
0.144518174,51.0
0.561223101,52.0
1.556319768,49.0
1.974433428,54.0
3.380481576,56.0
1.961541407,54.0
2.275629018,48.0
1.564769791,49.0
1.561035257,49.0
0.851895313,50.0
0.560982577,52.0
2.967502629,47.0
3.66592239,46.0
0.130080964,51.0
4.102883112,57.0
4.093251931,57.0
0.556411893,52.0
0.855797459,50.0
1.262572947,53.0
0.151287962,51.0
1.96546154,54.0
0.860967979,50.0
2.975400821,47.0
5.084977567,44.0
0.134919225,51.0
1.981845153,54.0
1.550133401,49.0
2.252086666,48.0
1.986019729,54.0
1.276006328,53.0
3.389622983,56.0
4.087461145,57.0
0.15482925,51.0
1.565508932,49.0
0.856473157,50.0
2.673053886,55.0
0.550499239,52.0
2.272843225,48.0
5.795440879,43.0
0.567256773,52.0
1.271537915,53.0
3.385351935,56.0
0.855396283,50.0
0.557586405,52.0
0.854744461,50.0
2.674910521,55.0
1.963497823,54.0
0.54808495,52.0
2.275374109,48.0
3.681566828,46.0
2.262434929,48.0
2.681495846,55.0
1.970124725,54.0
1.562035454,49.0
2.26426236,48.0
1.268543496,53.0
1.971419763,54.0
3.378399066,56.0
0.862398889,50.0
0.154961699,51.0
2.977054665,47.0
0.148312651,51.0
0.147999094,51.0
0.853301854,50.0
2.968359835,47.0
0.139638734,51.0
2.683151518,55.0
3.383165708,56.0
0.857680668,50.0
0.855893833,50.0
1.559751133,49.0
0.145235625,51.0
1.971993446,54.0
1.967919079,54.0
2.27003146,48.0
0.854056956,50.0
1.970316021,54.0
1.260620696,53.0
2.270261036,48.0
2.26562785,48.0
2.261013537,48.0
0.566260309,52.0
3.387801658,56.0
2.675268368,55.0
0.552828938,52.0
0.859647962,50.0
3.376185899,56.0
0.546658857,52.0
2.277195586,48.0
0.0,27.0
0.0,66.0
0.0,62.0
4.242640687,50.0
5.185449729,67.0
2.828427125,65.0
3.959797975,54.0
3.299831646,54.0
2.828427125,54.0
1.237436867,60.0
3.299831646,53.0
0.212132034,58.0
1.735625736,55.0
2.88735269,53.0
3.970676541,51.0
4.848732214,64.0
2.734146221,53.0
0.088388348,57.0
4.076262621,63.0
5.185449729,65.0
0.223296878,58.0
1.803122292,55.0
0.976480793,59.0
3.117698081,53.0
1.752395066,60.0
1.001734607,59.0
1.074802307,56.0
1.033463757,56.0
1.047565602,59.0
3.737564415,63.0
4.584002581,51.0
2.404163056,61.0
1.094875016,56.0
3.734407688,63.0
0.878526607,59.0
0.519931457,57.0
2.929442379,62.0
1.964185503,55.0
3.592866888,63.0
2.009671904,55.0
4.242640687,64.0
2.068287335,55.0
0.638120754,57.0
1.447885314,60.0
1.348436187,56.0
4.901535642,65.0
4.886893532,51.0
4.211896914,64.0
3.490399431,53.0
2.121320344,61.0
3.463380153,53.0
0.070710678,58.0
2.842291964,62.0
0.707106781,59.0
2.775060575,62.0
3.522439336,53.0
3.484107958,63.0
1.439467376,56.0
0.024810764,58.0
0.670532293,59.0
0.731076503,57.0
2.757716447,62.0
1.46058122,56.0
4.128591206,64.0
4.98341922,51.0
1.358970845,60.0
1.44684926,56.0
2.753430951,62.0
0.622676121,59.0
0.779897185,57.0
4.806276527,65.0
4.323452891,52.0
4.103211181,64.0
2.229350546,55.0
1.288290437,60.0
2.216875314,55.0
0.791959595,57.0
3.405277394,63.0
2.920259174,54.0
3.399551833,63.0
2.926885031,54.0
3.39411255,63.0
3.631560753,53.0
0.60362774,59.0
1.993529961,61.0
2.222335598,55.0
3.39411255,63.0
2.23643075,55.0
5.478045638,66.0
2.273991126,55.0
0.548206381,59.0
2.254884958,55.0
0.831433248,57.0
1.275866583,60.0
0.562644105,59.0
4.754164742,65.0
5.091168825,51.0
3.358757211,63.0
4.373856378,52.0
0.57001465,59.0
0.135707362,58.0
0.834386002,57.0
3.374509589,63.0
1.55979437,56.0
4.757524266,65.0
5.792836323,50.0
2.666802718,62.0
2.961843499,54.0
0.132169492,58.0
1.270173292,60.0
0.557900763,59.0
2.654864551,62.0
4.376417646,52.0
4.072177445,64.0
2.271502315,55.0
1.252943595,60.0
0.860825647,57.0
0.853404736,57.0
1.958141856,61.0
0.86290997,57.0
4.753659033,65.0
3.700525488,53.0
1.238897832,60.0
2.979122013,54.0
1.954604111,61.0
0.866776054,57.0
1.561291773,56.0
3.36156319,63.0
3.680295924,53.0
5.469029011,66.0
2.291245229,55.0
1.234717226,60.0
2.283253194,55.0
0.160706087,58.0
1.244082608,60.0
2.274350916,55.0
4.059316707,64.0
1.585790943,56.0
6.147183769,67.0
4.427103326,52.0
0.518884113,59.0
2.995102295,54.0
4.378044113,52.0
1.971931587,61.0
0.14834408,58.0
7.576845579,69.0
4.413321634,52.0
6.150860357,67.0
7.234616319,48.0
0.16244345,58.0
3.673158716,53.0
0.839100047,57.0
2.678576681,62.0
1.958499703,61.0
7.565580397,69.0
4.426304786,52.0
1.587568773,56.0
3.685114187,53.0
2.256436289,55.0
0.568370641,59.0
0.137863586,58.0
8.997933791,71.0
2.301391015,55.0
1.226524725,60.0
3.700380886,53.0
0.86663697,57.0
7.186776194,48.0
0.115011344,58.0
2.697167782,62.0
5.492704461,66.0
6.866048686,68.0
3.718549779,53.0
0.521026049,59.0
6.511960124,49.0
2.256201984,55.0
0.134106459,58.0
3.381990719,63.0
4.065863992,64.0
0.527333871,59.0
1.930639863,61.0
3.002241082,54.0
2.282383555,55.0
5.082574156,51.0
0.83531845,57.0
1.98221737,61.0
1.97144445,61.0
7.587064652,69.0
2.299997864,55.0
0.177722025,58.0
2.28681342,55.0
3.681444829,53.0
0.558242196,59.0
0.555319462,59.0
3.366122906,63.0
1.941795824,61.0
3.338710369,63.0
0.195814186,58.0
4.415809695,52.0
5.80042923,50.0
1.549920924,56.0
1.975635027,61.0
0.14495689,58.0
4.780886147,65.0
0.168025374,58.0
4.054543317,64.0
2.298097039,55.0
4.397859249,52.0
3.672836194,53.0
1.544020604,56.0
6.204182095,67.0
4.767050022,65.0
3.336870572,63.0
1.60523293,56.0
0.513653039,59.0
7.230415819,48.0
0.862405934,57.0
0.858394744,57.0
1.960911861,61.0
4.767268299,65.0
0.181642109,58.0
3.338577223,63.0
3.715524723,53.0
4.402619597,52.0
3.678866362,53.0
2.958433304,54.0
2.686374423,62.0
6.194255403,67.0
4.054913223,64.0
1.594884017,56.0
1.22813283,60.0
4.409382024,52.0
0.538016029,59.0
0.168358757,58.0
1.240484741,60.0
3.347376737,63.0
0.516731879,59.0
4.739119916,65.0
2.32206676,55.0
5.832885052,50.0
0.879426921,57.0
1.579895486,56.0
2.277473091,55.0
1.957013374,61.0
4.061481099,64.0
0.523782801,59.0
2.634262558,62.0
2.306033952,55.0
0.18396274,58.0
1.22527005,60.0
2.300948276,55.0
4.750962429,65.0
0.902268253,57.0
6.144222668,67.0
1.189735219,60.0
4.449462433,52.0
1.61465328,56.0
4.42565656,52.0
0.886645612,57.0
2.996261808,54.0
4.763378239,65.0
1.927480261,61.0
1.920066875,61.0
1.609277502,56.0
0.898727321,57.0
0.190891945,58.0
3.007882255,54.0
6.865606596,68.0
0.90913729,57.0
3.321018366,63.0
3.308626506,63.0
1.635020141,56.0
3.037940245,54.0
5.140222727,51.0
0.514732142,59.0
1.600703263,56.0
0.518717018,59.0
1.221366258,60.0
1.921485818,61.0
2.312775248,55.0
0.513797014,59.0
2.625672492,62.0
6.543263107,49.0
4.753468718,65.0
3.327413825,63.0
1.906439838,61.0
1.195110053,60.0
2.33221184,55.0
2.608383406,62.0
5.856420972,50.0
0.505777767,59.0
0.905292419,57.0
3.325840171,63.0
0.208973138,58.0
0.496427706,59.0
1.619346929,56.0
3.023242258,54.0
0.898864552,57.0
3.009981569,54.0
3.342686602,63.0
1.217267714,60.0
1.91793846,61.0
3.321044849,63.0
1.623291647,56.0
1.201144963,60.0
0.917138498,57.0
0.209340823,58.0
0.20865446,58.0
2.611211316,62.0
1.193098738,60.0
1.894036021,61.0
1.183088045,60.0
3.049683118,54.0
0.925377685,57.0
4.446613797,52.0
0.501526215,59.0
0.204925851,58.0
2.615172699,62.0
3.311765937,63.0
3.042566718,54.0
2.606066502,62.0
4.451004441,52.0
0.207712617,58.0
0.911969493,57.0
4.025238292,64.0
1.193105869,60.0
2.599272149,62.0
4.001136525,64.0
4.470389804,52.0
1.636941386,56.0
5.156705551,51.0
0.49862849,59.0
0.497117495,59.0
0.209354878,58.0
6.841045124,68.0
1.639298604,56.0
2.339380219,55.0
2.332396995,55.0
0.210448447,58.0
1.619841054,56.0
3.320054621,63.0
4.72030279,65.0
1.886311325,61.0
1.88077962,61.0
3.765033475,53.0
0.228830474,58.0
3.753421461,53.0
2.332427585,55.0
1.904692255,61.0
0.489065209,59.0
4.71810904,65.0
0.230974708,58.0
0.935401256,57.0
3.048012991,54.0
1.629157953,56.0
1.624542775,56.0
0.495374242,59.0
4.019553477,64.0
0.482659966,59.0
6.827442786,68.0
5.883997489,50.0
2.341921902,55.0
2.335416563,55.0
2.328947265,55.0
2.613560423,62.0
2.606360532,62.0
5.419856922,66.0
0.941517522,57.0
1.881754112,61.0
4.469993821,52.0
0.931920622,57.0
4.455347605,52.0
1.622523398,56.0
4.023456644,64.0
0.486611118,59.0
6.832206004,68.0
5.17473599,51.0
3.045273204,54.0
5.152852608,51.0
3.728722231,53.0
2.628267269,62.0
2.621332527,62.0
7.5511561,69.0
0.226422644,58.0
1.889937235,61.0
3.051821173,54.0
3.043873722,54.0
2.330697416,55.0
0.496440253,59.0
3.316275989,63.0
0.486591522,59.0
5.422363826,66.0
1.64447654,56.0
0.934972394,57.0
2.343193135,55.0
4.453153393,52.0
0.20997841,58.0
0.495869819,59.0
2.610581096,62.0
3.309330981,63.0
1.890355817,61.0
2.346389419,55.0
1.635184431,56.0
0.925763242,57.0
2.334155967,55.0
1.903749026,61.0
1.193680259,60.0
5.422897932,66.0
1.882715346,61.0
0.238018745,58.0
0.942809042,57.0
5.878149281,50.0
0.220755288,58.0
2.33637715,55.0
3.312417689,63.0
1.89360799,61.0
0.227162323,58.0
1.889593784,61.0
3.052797546,54.0
3.045476688,54.0
2.332775721,55.0
3.316145167,63.0
0.486556809,59.0
4.012537055,64.0
4.708459846,65.0
0.946152336,57.0
1.877835461,61.0
7.297341982,48.0
4.006938427,64.0
3.762404232,53.0
1.18456907,60.0
3.298183378,63.0
0.468663797,59.0
1.878508734,61.0
3.769599345,53.0
2.349946093,55.0
6.577396488,49.0
2.608980193,62.0
2.335398543,55.0
6.135809872,67.0
3.299831646,63.0
1.646157472,56.0
0.231416765,58.0
3.758408832,53.0
2.599657284,62.0
0.933764034,57.0
3.301424228,63.0
2.58848752,62.0
2.582683737,62.0
1.165856147,60.0
3.069916717,54.0
0.464580179,59.0
5.886271116,50.0
0.934447099,57.0
0.932379738,57.0
3.30295353,63.0
4.706776856,65.0
2.359094712,55.0
1.173859284,60.0
5.884304352,50.0
1.184172273,60.0
1.640672597,56.0
1.185172453,60.0
2.593747434,62.0
1.882557015,61.0
8.228706991,70.0
5.19510133,51.0
0.244826219,58.0
7.300194687,48.0
1.888141662,61.0
0.938276306,57.0
2.591719737,62.0
5.408614635,66.0
0.95331806,57.0
0.245689644,58.0
5.184453102,51.0
2.351055458,55.0
5.874196544,50.0
1.194356832,60.0
4.014350447,64.0
2.594697268,62.0
4.706172064,65.0
3.065602524,54.0
0.236682311,58.0
5.175669552,51.0
1.63673992,56.0
1.894870858,61.0
5.419208053,66.0
6.113709248,67.0
1.867226531,61.0
1.157742455,60.0
1.667268136,56.0
3.075192961,54.0
3.068929839,54.0
2.357022604,55.0
2.587465788,62.0
1.170877221,60.0
3.991224943,64.0
3.779314671,53.0
2.360342354,55.0
2.355602711,55.0
3.762261531,53.0
0.0,70.0
0.0,67.0
0.0,63.0
1.414213562,59.0
0.0,61.0
0.530330086,62.0
1.838477631,58.0
0.942809042,59.0
1.616244071,63.0
0.176776695,61.0
0.785674201,62.0
6.434671709,71.0
0.578541912,61.0
4.006938427,68.0
0.435142635,63.0
6.313453403,72.0
5.89255651,72.0
6.187184335,73.0
1.830158728,67.0
1.728483243,67.0
2.307401075,68.0
0.494974747,64.0
2.222335598,68.0
1.92847304,62.0
1.168263378,63.0
4.50780573,58.0
1.781909089,67.0
2.366088076,61.0
2.278455184,61.0
1.212183053,66.0
1.853107427,67.0
3.841946844,70.0
1.66512242,67.0
7.093164899,75.0
3.449823993,70.0
3.348358582,70.0
3.252691193,70.0
4.537268513,72.0
3.03864806,70.0
1.860807319,63.0
0.435142635,65.0
2.492551404,62.0
1.741897193,63.0
4.461507072,59.0
0.476885969,66.0
5.062241729,58.0
0.801387685,64.0
0.092231319,65.0
2.677978873,69.0
2.622187647,69.0
1.875997583,68.0
6.68923015,75.0
3.091859063,70.0
3.725908809,71.0
2.268078355,69.0
5.002125748,73.0
0.642824347,65.0
2.841054032,70.0
2.766400214,62.0
4.108534229,60.0
1.258410373,64.0
1.932758535,63.0
4.683133436,59.0
3.911897193,60.0
1.717259326,68.0
2.485922278,62.0
1.033463757,67.0
3.106984342,70.0
5.150270287,73.0
4.377822866,72.0
3.617517301,71.0
5.656854249,74.0
0.697147531,67.0
2.082036633,69.0
0.736165964,65.0
4.156641214,72.0
2.875567577,62.0
0.651282562,67.0
6.336411416,57.0
2.066927514,63.0
3.437076,61.0
2.695844603,62.0
1.964185503,63.0
0.543264966,65.0
5.750567196,74.0
2.188663847,69.0
2.16291486,69.0
4.234418515,72.0
4.185747038,72.0
1.341895823,68.0
2.725141865,70.0
4.093362589,72.0
0.846974057,65.0
1.959915535,69.0
3.657186685,61.0
0.579225768,67.0
4.324516209,60.0
4.279469165,60.0
4.235350926,60.0
2.792350248,62.0
0.664251825,65.0
0.042426407,66.0
2.142323515,69.0
0.020797258,66.0
7.023012011,76.0
2.053329307,69.0
3.434518651,71.0
3.402117532,71.0
2.669823735,70.0
1.243984152,68.0
0.168667673,66.0
2.635579821,70.0
2.99405574,62.0
0.164149788,66.0
2.966093932,62.0
2.239171474,63.0
5.72449055,58.0
1.469075295,64.0
3.559708497,61.0
1.426198423,64.0
2.792774682,70.0
2.068287335,69.0
5.557508669,74.0
2.706712023,70.0
6.191495962,75.0
3.335947314,71.0
0.503460028,67.0
3.305443604,71.0
0.473260444,67.0
0.933601922,65.0
2.329615364,63.0
0.206692751,66.0
3.011951022,62.0
1.585633388,64.0
5.082662277,59.0
3.641072231,61.0
2.21036342,63.0
0.790295814,65.0
1.321309022,68.0
0.092231319,66.0
4.82256999,73.0
4.788123061,73.0
4.754164742,73.0
2.61430324,70.0
3.298183378,71.0
1.168690374,68.0
0.243829925,66.0
1.864630896,69.0
1.659536323,64.0
3.052981305,62.0
3.032491498,62.0
2.309882152,63.0
4.401856784,60.0
1.563078148,64.0
1.552861951,64.0
1.542778432,64.0
1.532825022,64.0
0.584722915,67.0
4.796616063,73.0
4.063626312,72.0
5.443388051,74.0
3.301304785,71.0
0.469940532,67.0
1.169781589,68.0
2.56814242,70.0
1.849687861,69.0
3.081271368,62.0
1.657015288,64.0
4.458583477,60.0
1.62045304,64.0
2.313787278,63.0
2.300176765,63.0
4.3956404,60.0
1.55810157,64.0
1.966002091,69.0
2.657746178,70.0
4.048691399,72.0
3.322598341,71.0
4.006938427,72.0
0.23437809,66.0
1.876400676,69.0
3.975511459,72.0
1.140746851,68.0
1.837700591,69.0
3.798283967,61.0
0.964585881,65.0
2.365941068,63.0
0.243305559,66.0
4.461957229,60.0
3.031532264,62.0
4.422223362,60.0
0.882022669,65.0
2.639618508,70.0
1.219022628,68.0
4.02647851,72.0
3.302261566,71.0
2.581846298,70.0
3.9756718,72.0
1.844938505,69.0
1.132085099,68.0
0.984264213,65.0
0.427799603,67.0
0.425671246,67.0
2.390861047,63.0
3.082706903,62.0
0.95667388,65.0
1.655664658,64.0
4.462324347,60.0
0.218622386,66.0
0.217571317,66.0
1.894640179,69.0
1.181878477,68.0
3.28754385,71.0
3.272036568,71.0
1.849100832,69.0
3.951867805,72.0
6.044940762,75.0
2.429042739,63.0
0.397543905,67.0
1.715869208,64.0
0.403599761,67.0
5.229376059,59.0
1.686177709,64.0
3.086425545,62.0
2.368649173,63.0
1.654124792,64.0
1.169083212,68.0
0.459932287,67.0
1.654069167,64.0
4.689234444,73.0
3.964738459,72.0
3.947500465,72.0
4.634457432,73.0
1.094186786,68.0
1.089490706,68.0
0.323335152,66.0
2.494432007,70.0
2.444911582,63.0
3.138718708,62.0
3.829666559,61.0
3.109494674,62.0
2.392377943,63.0
0.974105607,65.0
0.438289327,67.0
1.676104963,64.0
3.96443474,72.0
1.13137085,68.0
2.535236508,70.0
4.637704395,73.0
1.097726253,68.0
1.093317714,68.0
0.384666089,67.0
5.313160914,74.0
0.342329473,66.0
0.3633355,67.0
3.864032332,61.0
3.14454545,62.0
3.13226207,62.0
0.302652708,66.0
2.414577807,63.0
2.405255113,63.0
1.125931567,68.0
1.826015213,69.0
0.410229888,67.0
2.521924566,70.0
4.62565686,73.0
2.49488619,70.0
0.372161464,67.0
3.188601365,71.0
5.994576891,75.0
3.18592349,62.0
1.757291297,69.0
3.18067589,62.0
1.759967981,64.0
5.276104444,59.0
1.734218091,64.0
3.136982811,62.0
3.830161731,61.0
0.410989862,67.0
3.227764408,71.0
1.102478315,68.0
1.098540892,68.0
6.026764203,75.0
2.482396147,70.0
0.359799917,67.0
3.17700089,71.0
3.165853519,71.0
0.336246581,67.0
1.039717985,68.0
1.782498344,64.0
2.480990575,63.0
1.767766953,64.0
3.171045874,62.0
3.864871311,61.0
3.146987176,62.0
1.091926798,68.0
1.088225351,68.0
1.029604806,65.0
1.792765678,69.0
3.196217565,71.0
2.480785998,70.0
2.472516712,70.0
5.283332727,74.0
3.151542144,71.0
1.026821728,68.0
0.318663253,67.0
1.727195252,69.0
3.916816974,61.0
2.494451609,63.0
3.8959747,61.0
1.768911139,64.0
2.468030765,63.0
1.755261849,64.0
2.454476423,63.0
2.446634645,63.0
2.495141126,70.0
2.487220043,70.0
2.479349094,70.0
3.176403963,71.0
5.281064797,74.0
1.740059007,69.0
1.734621323,69.0
3.843929387,72.0
1.717259326,69.0
1.107727651,65.0
1.809233091,64.0
3.918459424,61.0
3.90643961,61.0
3.894493312,61.0
1.767766953,64.0
3.877266362,61.0
1.75062497,64.0
1.074545954,68.0
1.776286312,69.0
0.343997894,66.0
3.181980515,71.0
4.582474095,73.0
1.043824296,68.0
3.86076106,72.0
3.144323941,71.0
1.725006808,69.0
0.395147907,66.0
1.016077193,68.0
1.102011446,65.0
4.624024811,60.0
3.200480402,62.0
1.781089255,64.0
2.481004718,63.0
3.178923858,62.0
3.175884767,71.0
0.346462062,67.0
0.359614306,66.0
1.756686932,69.0
1.046598389,68.0
3.158944459,71.0
2.444911582,70.0
4.553369301,73.0
3.130337885,71.0
0.404061018,66.0
1.007330889,68.0
0.405749295,66.0
3.930335192,61.0
1.09885569,65.0
5.326740863,59.0
0.375954845,66.0
1.080086182,65.0
1.077127042,65.0
3.189708458,62.0
2.460423323,70.0
0.338181504,67.0
1.747646028,69.0
4.563705388,73.0
1.730600963,69.0
5.251978593,74.0
1.109001252,65.0
3.12526072,71.0
0.296042039,67.0
0.409971485,66.0
0.296347139,67.0
3.23061749,62.0
3.222093433,62.0
4.624106187,60.0
1.790965994,64.0
1.081021885,65.0
2.448103373,70.0
1.084598683,65.0
1.739299018,69.0
3.145342858,71.0
1.094462434,65.0
5.255917415,74.0
1.715960929,69.0
3.122148403,71.0
0.412328251,66.0
3.115238294,71.0
0.991388897,68.0
2.537687788,63.0
1.120629987,65.0
4.644405904,60.0
2.516730181,63.0
1.805076607,64.0
0.315451145,67.0
2.506693539,63.0
0.320931257,67.0
2.436176348,70.0
0.39127745,66.0
4.547186677,73.0
1.714515702,69.0
3.121023034,71.0
1.824231254,64.0
3.117855636,71.0
1.699476689,69.0
0.989949494,68.0
0.282154531,67.0
3.245482823,62.0
3.237624511,62.0
2.524405369,63.0
1.107516645,65.0
1.810261351,64.0
1.100509115,65.0
1.803291456,64.0
1.022689044,68.0
3.136523651,71.0
0.398062487,66.0
3.835467825,72.0
3.120965391,71.0
2.408165547,70.0
1.697056275,69.0
3.103966387,71.0
0.430556822,66.0
1.135005511,65.0
1.13235981,65.0
0.424264069,66.0
3.245144346,62.0
1.121222558,65.0
1.82410687,64.0
2.525381361,63.0
2.519575887,63.0
1.01362784,68.0
1.011308325,68.0
0.30350702,67.0
2.419303839,70.0
1.002805981,68.0
