memory-size,overcrowding-threshold 
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,60.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
15.0,70.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,40.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,50.0
20.0,60.0
20.0,60.0
20.0,60.0
20.0,60.0
20.0,60.0
20.0,60.0
20.0,60.0
20.0,60.0
20.0,60.0
20.0,60.0
20.0,60.0
20.0,60.0
20.0,60.0
20.0,60.0
20.0,60.0
20.0,60.0
20.0,60.0
20.0,60.0
20.0,60.0
