[step],attendance 
137.0,49.0
138.0,49.0
139.0,50.0
140.0,51.0
141.0,47.0
142.0,52.0
143.0,53.0
144.0,54.0
145.0,51.0
146.0,50.0
147.0,53.0
148.0,49.0
149.0,49.0
150.0,52.0
151.0,59.0
152.0,53.0
153.0,53.0
154.0,50.0
155.0,48.0
156.0,49.0
157.0,51.0
158.0,49.0
159.0,47.0
160.0,49.0
161.0,58.0
162.0,54.0
163.0,52.0
164.0,53.0
165.0,50.0
166.0,48.0
167.0,50.0
168.0,57.0
169.0,50.0
170.0,52.0
171.0,54.0
172.0,53.0
173.0,53.0
174.0,51.0
175.0,47.0
176.0,49.0
177.0,50.0
178.0,50.0
179.0,49.0
180.0,48.0
181.0,53.0
182.0,53.0
183.0,57.0
184.0,51.0
185.0,52.0
186.0,51.0
187.0,52.0
188.0,55.0
189.0,55.0
190.0,50.0
191.0,51.0
192.0,48.0
193.0,48.0
194.0,51.0
195.0,49.0
196.0,50.0
197.0,52.0
198.0,57.0
199.0,52.0
200.0,51.0
201.0,52.0
202.0,47.0
203.0,49.0
204.0,54.0
205.0,55.0
206.0,53.0
207.0,50.0
208.0,49.0
209.0,49.0
210.0,49.0
211.0,50.0
212.0,49.0
213.0,48.0
214.0,56.0
215.0,58.0
216.0,54.0
217.0,51.0
218.0,51.0
219.0,47.0
220.0,52.0
221.0,54.0
222.0,50.0
223.0,47.0
224.0,50.0
225.0,54.0
226.0,53.0
227.0,53.0
228.0,53.0
229.0,51.0
230.0,53.0
231.0,53.0
232.0,52.0
233.0,51.0
234.0,49.0
235.0,49.0
236.0,50.0
237.0,52.0
238.0,48.0
239.0,51.0
240.0,52.0
241.0,55.0
242.0,53.0
243.0,52.0
244.0,53.0
245.0,48.0
246.0,48.0
247.0,51.0
248.0,56.0
249.0,55.0
250.0,50.0
251.0,49.0
252.0,52.0
253.0,51.0
254.0,51.0
255.0,52.0
256.0,48.0
257.0,51.0
258.0,54.0
259.0,57.0
260.0,47.0
261.0,50.0
262.0,49.0
263.0,50.0
264.0,53.0
265.0,51.0
266.0,49.0
267.0,49.0
268.0,56.0
269.0,54.0
270.0,52.0
271.0,49.0
272.0,46.0
273.0,49.0
274.0,53.0
275.0,53.0
276.0,48.0
277.0,50.0
278.0,57.0
279.0,51.0
280.0,55.0
281.0,51.0
282.0,49.0
283.0,51.0
284.0,53.0
285.0,54.0
286.0,49.0
287.0,49.0
288.0,49.0
289.0,51.0
290.0,54.0
291.0,54.0
292.0,51.0
293.0,52.0
294.0,52.0
295.0,50.0
296.0,48.0
297.0,49.0
298.0,48.0
299.0,52.0
300.0,57.0
301.0,55.0
302.0,53.0
303.0,52.0
304.0,48.0
305.0,51.0
306.0,51.0
307.0,51.0
308.0,47.0
309.0,50.0
310.0,54.0
311.0,54.0
312.0,52.0
313.0,51.0
314.0,52.0
315.0,50.0
316.0,51.0
317.0,50.0
318.0,52.0
319.0,50.0
320.0,50.0
321.0,54.0
322.0,51.0
323.0,52.0
324.0,47.0
325.0,51.0
326.0,50.0
327.0,55.0
328.0,51.0
329.0,51.0
330.0,49.0
331.0,54.0
332.0,51.0
333.0,51.0
334.0,49.0
335.0,50.0
336.0,50.0
337.0,52.0
338.0,51.0
339.0,49.0
340.0,51.0
341.0,50.0
342.0,55.0
343.0,53.0
344.0,51.0
345.0,51.0
346.0,51.0
347.0,51.0
348.0,47.0
349.0,47.0
350.0,49.0
351.0,51.0
352.0,59.0
353.0,53.0
354.0,54.0
355.0,51.0
356.0,51.0
357.0,51.0
358.0,51.0
359.0,48.0
360.0,49.0
361.0,49.0
362.0,55.0
363.0,50.0
364.0,53.0
365.0,53.0
366.0,50.0
367.0,49.0
368.0,48.0
369.0,50.0
370.0,51.0
371.0,54.0
372.0,53.0
373.0,56.0
374.0,54.0
375.0,51.0
376.0,51.0
377.0,48.0
378.0,48.0
379.0,49.0
380.0,50.0
381.0,52.0
382.0,53.0
383.0,54.0
384.0,53.0
385.0,53.0
386.0,49.0
387.0,48.0
388.0,47.0
389.0,52.0
390.0,57.0
391.0,57.0
392.0,54.0
393.0,48.0
394.0,48.0
395.0,50.0
396.0,49.0
397.0,52.0
398.0,46.0
399.0,51.0
400.0,56.0
401.0,58.0
402.0,50.0
403.0,49.0
404.0,47.0
405.0,52.0
406.0,53.0
407.0,56.0
408.0,47.0
409.0,48.0
410.0,49.0
411.0,54.0
412.0,51.0
413.0,52.0
414.0,49.0
415.0,54.0
416.0,56.0
417.0,54.0
418.0,48.0
419.0,49.0
420.0,49.0
421.0,50.0
422.0,52.0
423.0,47.0
424.0,46.0
425.0,51.0
426.0,57.0
427.0,57.0
428.0,52.0
429.0,50.0
430.0,53.0
431.0,51.0
432.0,54.0
433.0,50.0
434.0,47.0
435.0,44.0
436.0,51.0
437.0,54.0
438.0,49.0
439.0,48.0
440.0,54.0
441.0,53.0
442.0,56.0
443.0,57.0
444.0,51.0
445.0,49.0
446.0,50.0
447.0,55.0
448.0,52.0
449.0,48.0
450.0,43.0
451.0,52.0
452.0,53.0
453.0,56.0
454.0,50.0
455.0,52.0
456.0,50.0
457.0,55.0
458.0,54.0
459.0,52.0
460.0,48.0
461.0,46.0
462.0,48.0
463.0,55.0
464.0,54.0
465.0,49.0
466.0,48.0
467.0,53.0
468.0,54.0
469.0,56.0
470.0,50.0
471.0,51.0
472.0,47.0
473.0,51.0
474.0,51.0
475.0,50.0
476.0,47.0
477.0,51.0
478.0,55.0
479.0,56.0
480.0,50.0
481.0,50.0
482.0,49.0
483.0,51.0
484.0,54.0
485.0,54.0
486.0,48.0
487.0,50.0
488.0,54.0
489.0,53.0
490.0,48.0
491.0,48.0
492.0,48.0
493.0,52.0
494.0,56.0
495.0,55.0
496.0,52.0
497.0,50.0
498.0,56.0
499.0,52.0
500.0,48.0
0.0,27.0
1.0,66.0
2.0,62.0
3.0,50.0
4.0,67.0
5.0,65.0
6.0,54.0
7.0,54.0
8.0,54.0
9.0,60.0
10.0,53.0
11.0,58.0
12.0,55.0
13.0,53.0
14.0,51.0
15.0,64.0
16.0,53.0
17.0,57.0
18.0,63.0
19.0,65.0
20.0,58.0
21.0,55.0
22.0,59.0
23.0,53.0
24.0,60.0
25.0,59.0
26.0,56.0
27.0,56.0
28.0,59.0
29.0,63.0
30.0,51.0
31.0,61.0
32.0,56.0
33.0,63.0
34.0,59.0
35.0,57.0
36.0,62.0
37.0,55.0
38.0,63.0
39.0,55.0
40.0,64.0
41.0,55.0
42.0,57.0
43.0,60.0
44.0,56.0
45.0,65.0
46.0,51.0
47.0,64.0
48.0,53.0
49.0,61.0
50.0,53.0
51.0,58.0
52.0,62.0
53.0,59.0
54.0,62.0
55.0,53.0
56.0,63.0
57.0,56.0
58.0,58.0
59.0,59.0
60.0,57.0
61.0,62.0
62.0,56.0
63.0,64.0
64.0,51.0
65.0,60.0
66.0,56.0
67.0,62.0
68.0,59.0
69.0,57.0
70.0,65.0
71.0,52.0
72.0,64.0
73.0,55.0
74.0,60.0
75.0,55.0
76.0,57.0
77.0,63.0
78.0,54.0
79.0,63.0
80.0,54.0
81.0,63.0
82.0,53.0
83.0,59.0
84.0,61.0
85.0,55.0
86.0,63.0
87.0,55.0
88.0,66.0
89.0,55.0
90.0,59.0
91.0,55.0
92.0,57.0
93.0,60.0
94.0,59.0
95.0,65.0
96.0,51.0
97.0,63.0
98.0,52.0
99.0,59.0
100.0,58.0
101.0,57.0
102.0,63.0
103.0,56.0
104.0,65.0
105.0,50.0
106.0,62.0
107.0,54.0
108.0,58.0
109.0,60.0
110.0,59.0
111.0,62.0
112.0,52.0
113.0,64.0
114.0,55.0
115.0,60.0
116.0,57.0
117.0,57.0
118.0,61.0
119.0,57.0
120.0,65.0
121.0,53.0
122.0,60.0
123.0,54.0
124.0,61.0
125.0,57.0
126.0,56.0
127.0,63.0
128.0,53.0
129.0,66.0
130.0,55.0
131.0,60.0
132.0,55.0
133.0,58.0
134.0,60.0
135.0,55.0
136.0,64.0
137.0,56.0
138.0,67.0
139.0,52.0
140.0,59.0
141.0,54.0
142.0,52.0
143.0,61.0
144.0,58.0
145.0,69.0
146.0,52.0
147.0,67.0
148.0,48.0
149.0,58.0
150.0,53.0
151.0,57.0
152.0,62.0
153.0,61.0
154.0,69.0
155.0,52.0
156.0,56.0
157.0,53.0
158.0,55.0
159.0,59.0
160.0,58.0
161.0,71.0
162.0,55.0
163.0,60.0
164.0,53.0
165.0,57.0
166.0,48.0
167.0,58.0
168.0,62.0
169.0,66.0
170.0,68.0
171.0,53.0
172.0,59.0
173.0,49.0
174.0,55.0
175.0,58.0
176.0,63.0
177.0,64.0
178.0,59.0
179.0,61.0
180.0,54.0
181.0,55.0
182.0,51.0
183.0,57.0
184.0,61.0
185.0,61.0
186.0,69.0
187.0,55.0
188.0,58.0
189.0,55.0
190.0,53.0
191.0,59.0
192.0,59.0
193.0,63.0
194.0,61.0
195.0,63.0
196.0,58.0
197.0,52.0
198.0,50.0
199.0,56.0
200.0,61.0
201.0,58.0
202.0,65.0
203.0,58.0
204.0,64.0
205.0,55.0
206.0,52.0
207.0,53.0
208.0,56.0
209.0,67.0
210.0,65.0
211.0,63.0
212.0,56.0
213.0,59.0
214.0,48.0
215.0,57.0
216.0,57.0
217.0,61.0
218.0,65.0
219.0,58.0
220.0,63.0
221.0,53.0
222.0,52.0
223.0,53.0
224.0,54.0
225.0,62.0
226.0,67.0
227.0,64.0
228.0,56.0
229.0,60.0
230.0,52.0
231.0,59.0
232.0,58.0
233.0,60.0
234.0,63.0
235.0,59.0
236.0,65.0
237.0,55.0
238.0,50.0
239.0,57.0
240.0,56.0
241.0,55.0
242.0,61.0
243.0,64.0
244.0,59.0
245.0,62.0
246.0,55.0
247.0,58.0
248.0,60.0
249.0,55.0
250.0,65.0
251.0,57.0
252.0,67.0
253.0,60.0
254.0,52.0
255.0,56.0
256.0,52.0
257.0,57.0
258.0,54.0
259.0,65.0
260.0,61.0
261.0,61.0
262.0,56.0
263.0,57.0
264.0,58.0
265.0,54.0
266.0,68.0
267.0,57.0
268.0,63.0
269.0,63.0
270.0,56.0
271.0,54.0
272.0,51.0
273.0,59.0
274.0,56.0
275.0,59.0
276.0,60.0
277.0,61.0
278.0,55.0
279.0,59.0
280.0,62.0
281.0,49.0
282.0,65.0
283.0,63.0
284.0,61.0
285.0,60.0
286.0,55.0
287.0,62.0
288.0,50.0
289.0,59.0
290.0,57.0
291.0,63.0
292.0,58.0
293.0,59.0
294.0,56.0
295.0,54.0
296.0,57.0
297.0,54.0
298.0,63.0
299.0,60.0
300.0,61.0
301.0,63.0
302.0,56.0
303.0,60.0
304.0,57.0
305.0,58.0
306.0,58.0
307.0,62.0
308.0,60.0
309.0,61.0
310.0,60.0
311.0,54.0
312.0,57.0
313.0,52.0
314.0,59.0
315.0,58.0
316.0,62.0
317.0,63.0
318.0,54.0
319.0,62.0
320.0,52.0
321.0,58.0
322.0,57.0
323.0,64.0
324.0,60.0
325.0,62.0
326.0,64.0
327.0,52.0
328.0,56.0
329.0,51.0
330.0,59.0
331.0,59.0
332.0,58.0
333.0,68.0
334.0,56.0
335.0,55.0
336.0,55.0
337.0,58.0
338.0,56.0
339.0,63.0
340.0,65.0
341.0,61.0
342.0,61.0
343.0,53.0
344.0,58.0
345.0,53.0
346.0,55.0
347.0,61.0
348.0,59.0
349.0,65.0
350.0,58.0
351.0,57.0
352.0,54.0
353.0,56.0
354.0,56.0
355.0,59.0
356.0,64.0
357.0,59.0
358.0,68.0
359.0,50.0
360.0,55.0
361.0,55.0
362.0,55.0
363.0,62.0
364.0,62.0
365.0,66.0
366.0,57.0
367.0,61.0
368.0,52.0
369.0,57.0
370.0,52.0
371.0,56.0
372.0,64.0
373.0,59.0
374.0,68.0
375.0,51.0
376.0,54.0
377.0,51.0
378.0,53.0
379.0,62.0
380.0,62.0
381.0,69.0
382.0,58.0
383.0,61.0
384.0,54.0
385.0,54.0
386.0,55.0
387.0,59.0
388.0,63.0
389.0,59.0
390.0,66.0
391.0,56.0
392.0,57.0
393.0,55.0
394.0,52.0
395.0,58.0
396.0,59.0
397.0,62.0
398.0,63.0
399.0,61.0
400.0,55.0
401.0,56.0
402.0,57.0
403.0,55.0
404.0,61.0
405.0,60.0
406.0,66.0
407.0,61.0
408.0,58.0
409.0,57.0
410.0,50.0
411.0,58.0
412.0,55.0
413.0,63.0
414.0,61.0
415.0,58.0
416.0,61.0
417.0,54.0
418.0,54.0
419.0,55.0
420.0,63.0
421.0,59.0
422.0,64.0
423.0,65.0
424.0,57.0
425.0,61.0
426.0,48.0
427.0,64.0
428.0,53.0
429.0,60.0
430.0,63.0
431.0,59.0
432.0,61.0
433.0,53.0
434.0,55.0
435.0,49.0
436.0,62.0
437.0,55.0
438.0,67.0
439.0,63.0
440.0,56.0
441.0,58.0
442.0,53.0
443.0,62.0
444.0,57.0
445.0,63.0
446.0,62.0
447.0,62.0
448.0,60.0
449.0,54.0
450.0,59.0
451.0,50.0
452.0,57.0
453.0,57.0
454.0,63.0
455.0,65.0
456.0,55.0
457.0,60.0
458.0,50.0
459.0,60.0
460.0,56.0
461.0,60.0
462.0,62.0
463.0,61.0
464.0,70.0
465.0,51.0
466.0,58.0
467.0,48.0
468.0,61.0
469.0,57.0
470.0,62.0
471.0,66.0
472.0,57.0
473.0,58.0
474.0,51.0
475.0,55.0
476.0,50.0
477.0,60.0
478.0,64.0
479.0,62.0
480.0,65.0
481.0,54.0
482.0,58.0
483.0,51.0
484.0,56.0
485.0,61.0
486.0,66.0
487.0,67.0
488.0,61.0
489.0,60.0
490.0,56.0
491.0,54.0
492.0,54.0
493.0,55.0
494.0,62.0
495.0,60.0
496.0,64.0
497.0,53.0
498.0,55.0
499.0,55.0
500.0,53.0
0.0,70.0
1.0,67.0
2.0,63.0
3.0,59.0
4.0,61.0
5.0,62.0
6.0,58.0
7.0,59.0
8.0,63.0
9.0,61.0
10.0,62.0
11.0,71.0
12.0,61.0
13.0,68.0
14.0,63.0
15.0,72.0
16.0,72.0
17.0,73.0
18.0,67.0
19.0,67.0
20.0,68.0
21.0,64.0
22.0,68.0
23.0,62.0
24.0,63.0
25.0,58.0
26.0,67.0
27.0,61.0
28.0,61.0
29.0,66.0
30.0,67.0
31.0,70.0
32.0,67.0
33.0,75.0
34.0,70.0
35.0,70.0
36.0,70.0
37.0,72.0
38.0,70.0
39.0,63.0
40.0,65.0
41.0,62.0
42.0,63.0
43.0,59.0
44.0,66.0
45.0,58.0
46.0,64.0
47.0,65.0
48.0,69.0
49.0,69.0
50.0,68.0
51.0,75.0
52.0,70.0
53.0,71.0
54.0,69.0
55.0,73.0
56.0,65.0
57.0,70.0
58.0,62.0
59.0,60.0
60.0,64.0
61.0,63.0
62.0,59.0
63.0,60.0
64.0,68.0
65.0,62.0
66.0,67.0
67.0,70.0
68.0,73.0
69.0,72.0
70.0,71.0
71.0,74.0
72.0,67.0
73.0,69.0
74.0,65.0
75.0,72.0
76.0,62.0
77.0,67.0
78.0,57.0
79.0,63.0
80.0,61.0
81.0,62.0
82.0,63.0
83.0,65.0
84.0,74.0
85.0,69.0
86.0,69.0
87.0,72.0
88.0,72.0
89.0,68.0
90.0,70.0
91.0,72.0
92.0,65.0
93.0,69.0
94.0,61.0
95.0,67.0
96.0,60.0
97.0,60.0
98.0,60.0
99.0,62.0
100.0,65.0
101.0,66.0
102.0,69.0
103.0,66.0
104.0,76.0
105.0,69.0
106.0,71.0
107.0,71.0
108.0,70.0
109.0,68.0
110.0,66.0
111.0,70.0
112.0,62.0
113.0,66.0
114.0,62.0
115.0,63.0
116.0,58.0
117.0,64.0
118.0,61.0
119.0,64.0
120.0,70.0
121.0,69.0
122.0,74.0
123.0,70.0
124.0,75.0
125.0,71.0
126.0,67.0
127.0,71.0
128.0,67.0
129.0,65.0
130.0,63.0
131.0,66.0
132.0,62.0
133.0,64.0
134.0,59.0
135.0,61.0
136.0,63.0
137.0,65.0
138.0,68.0
139.0,66.0
140.0,73.0
141.0,73.0
142.0,73.0
143.0,70.0
144.0,71.0
145.0,68.0
146.0,66.0
147.0,69.0
148.0,64.0
149.0,62.0
150.0,62.0
151.0,63.0
152.0,60.0
153.0,64.0
154.0,64.0
155.0,64.0
156.0,64.0
157.0,67.0
158.0,73.0
159.0,72.0
160.0,74.0
161.0,71.0
162.0,67.0
163.0,68.0
164.0,70.0
165.0,69.0
166.0,62.0
167.0,64.0
168.0,60.0
169.0,64.0
170.0,63.0
171.0,63.0
172.0,60.0
173.0,64.0
174.0,69.0
175.0,70.0
176.0,72.0
177.0,71.0
178.0,72.0
179.0,66.0
180.0,69.0
181.0,72.0
182.0,68.0
183.0,69.0
184.0,61.0
185.0,65.0
186.0,63.0
187.0,66.0
188.0,60.0
189.0,62.0
190.0,60.0
191.0,65.0
192.0,70.0
193.0,68.0
194.0,72.0
195.0,71.0
196.0,70.0
197.0,72.0
198.0,69.0
199.0,68.0
200.0,65.0
201.0,67.0
202.0,67.0
203.0,63.0
204.0,62.0
205.0,65.0
206.0,64.0
207.0,60.0
208.0,66.0
209.0,66.0
210.0,69.0
211.0,68.0
212.0,71.0
213.0,71.0
214.0,69.0
215.0,72.0
216.0,75.0
217.0,63.0
218.0,67.0
219.0,64.0
220.0,67.0
221.0,59.0
222.0,64.0
223.0,62.0
224.0,63.0
225.0,64.0
226.0,68.0
227.0,67.0
228.0,64.0
229.0,73.0
230.0,72.0
231.0,72.0
232.0,73.0
233.0,68.0
234.0,68.0
235.0,66.0
236.0,70.0
237.0,63.0
238.0,62.0
239.0,61.0
240.0,62.0
241.0,63.0
242.0,65.0
243.0,67.0
244.0,64.0
245.0,72.0
246.0,68.0
247.0,70.0
248.0,73.0
249.0,68.0
250.0,68.0
251.0,67.0
252.0,74.0
253.0,66.0
254.0,67.0
255.0,61.0
256.0,62.0
257.0,62.0
258.0,66.0
259.0,63.0
260.0,63.0
261.0,68.0
262.0,69.0
263.0,67.0
264.0,70.0
265.0,73.0
266.0,70.0
267.0,67.0
268.0,71.0
269.0,75.0
270.0,62.0
271.0,69.0
272.0,62.0
273.0,64.0
274.0,59.0
275.0,64.0
276.0,62.0
277.0,61.0
278.0,67.0
279.0,71.0
280.0,68.0
281.0,68.0
282.0,75.0
283.0,70.0
284.0,67.0
285.0,71.0
286.0,71.0
287.0,67.0
288.0,68.0
289.0,64.0
290.0,63.0
291.0,64.0
292.0,62.0
293.0,61.0
294.0,62.0
295.0,68.0
296.0,68.0
297.0,65.0
298.0,69.0
299.0,71.0
300.0,70.0
301.0,70.0
302.0,74.0
303.0,71.0
304.0,68.0
305.0,67.0
306.0,69.0
307.0,61.0
308.0,63.0
309.0,61.0
310.0,64.0
311.0,63.0
312.0,64.0
313.0,63.0
314.0,63.0
315.0,70.0
316.0,70.0
317.0,70.0
318.0,71.0
319.0,74.0
320.0,69.0
321.0,69.0
322.0,72.0
323.0,69.0
324.0,65.0
325.0,64.0
326.0,61.0
327.0,61.0
328.0,61.0
329.0,64.0
330.0,61.0
331.0,64.0
332.0,68.0
333.0,69.0
334.0,66.0
335.0,71.0
336.0,73.0
337.0,68.0
338.0,72.0
339.0,71.0
340.0,69.0
341.0,66.0
342.0,68.0
343.0,65.0
344.0,60.0
345.0,62.0
346.0,64.0
347.0,63.0
348.0,62.0
349.0,71.0
350.0,67.0
351.0,66.0
352.0,69.0
353.0,68.0
354.0,71.0
355.0,70.0
356.0,73.0
357.0,71.0
358.0,66.0
359.0,68.0
360.0,66.0
361.0,61.0
362.0,65.0
363.0,59.0
364.0,66.0
365.0,65.0
366.0,65.0
367.0,62.0
368.0,70.0
369.0,67.0
370.0,69.0
371.0,73.0
372.0,69.0
373.0,74.0
374.0,65.0
375.0,71.0
376.0,67.0
377.0,66.0
378.0,67.0
379.0,62.0
380.0,62.0
381.0,60.0
382.0,64.0
383.0,65.0
384.0,70.0
385.0,65.0
386.0,69.0
387.0,71.0
388.0,65.0
389.0,74.0
390.0,69.0
391.0,71.0
392.0,66.0
393.0,71.0
394.0,68.0
395.0,63.0
396.0,65.0
397.0,60.0
398.0,63.0
399.0,64.0
400.0,67.0
401.0,63.0
402.0,67.0
403.0,70.0
404.0,66.0
405.0,73.0
406.0,69.0
407.0,71.0
408.0,64.0
409.0,71.0
410.0,69.0
411.0,68.0
412.0,67.0
413.0,62.0
414.0,62.0
415.0,63.0
416.0,65.0
417.0,64.0
418.0,65.0
419.0,64.0
420.0,68.0
421.0,71.0
422.0,66.0
423.0,72.0
424.0,71.0
425.0,70.0
426.0,69.0
427.0,71.0
428.0,66.0
429.0,65.0
430.0,65.0
431.0,66.0
432.0,62.0
433.0,65.0
434.0,64.0
435.0,63.0
436.0,63.0
437.0,68.0
438.0,68.0
439.0,67.0
440.0,70.0
441.0,68.0
442.0,70.0
443.0,70.0
444.0,71.0
445.0,68.0
446.0,64.0
447.0,68.0
448.0,69.0
449.0,62.0
450.0,63.0
451.0,63.0
452.0,62.0
453.0,64.0
454.0,66.0
455.0,65.0
456.0,68.0
457.0,69.0
458.0,69.0
459.0,73.0
460.0,72.0
461.0,72.0
462.0,67.0
463.0,66.0
464.0,68.0
465.0,66.0
466.0,63.0
467.0,61.0
468.0,64.0
469.0,61.0
470.0,65.0
471.0,63.0
472.0,65.0
473.0,68.0
474.0,69.0
475.0,71.0
476.0,69.0
477.0,73.0
478.0,71.0
479.0,69.0
480.0,68.0
481.0,73.0
482.0,61.0
483.0,67.0
484.0,59.0
485.0,65.0
486.0,58.0
487.0,63.0
488.0,64.0
489.0,67.0
490.0,67.0
491.0,67.0
492.0,74.0
493.0,67.0
494.0,71.0
495.0,70.0
496.0,72.0
497.0,69.0
498.0,69.0
499.0,68.0
500.0,63.0
0.0,9.0
1.0,61.0
2.0,52.0
3.0,40.0
4.0,53.0
5.0,53.0
6.0,49.0
7.0,54.0
8.0,55.0
9.0,50.0
10.0,49.0
11.0,52.0
12.0,44.0
13.0,40.0
14.0,51.0
15.0,55.0
16.0,51.0
17.0,44.0
18.0,45.0
19.0,42.0
20.0,35.0
21.0,45.0
22.0,33.0
23.0,45.0
24.0,46.0
25.0,43.0
26.0,45.0
27.0,43.0
28.0,42.0
29.0,48.0
30.0,50.0
31.0,54.0
32.0,46.0
33.0,44.0
34.0,43.0
35.0,48.0
36.0,47.0
37.0,42.0
38.0,51.0
39.0,47.0
40.0,50.0
41.0,38.0
42.0,38.0
43.0,42.0
44.0,36.0
45.0,48.0
46.0,48.0
47.0,46.0
48.0,39.0
49.0,40.0
50.0,42.0
51.0,41.0
52.0,43.0
53.0,49.0
54.0,48.0
55.0,48.0
56.0,39.0
57.0,44.0
58.0,41.0
59.0,46.0
60.0,49.0
61.0,45.0
62.0,50.0
63.0,38.0
64.0,38.0
65.0,41.0
66.0,39.0
67.0,46.0
68.0,52.0
69.0,44.0
70.0,43.0
71.0,41.0
72.0,40.0
73.0,38.0
74.0,45.0
75.0,49.0
76.0,48.0
77.0,44.0
78.0,44.0
79.0,40.0
80.0,38.0
81.0,43.0
82.0,46.0
83.0,50.0
84.0,47.0
85.0,40.0
86.0,37.0
87.0,42.0
88.0,39.0
89.0,45.0
90.0,49.0
91.0,50.0
92.0,44.0
93.0,34.0
94.0,44.0
95.0,38.0
96.0,42.0
97.0,51.0
98.0,51.0
99.0,46.0
100.0,40.0
101.0,43.0
102.0,37.0
103.0,45.0
104.0,47.0
105.0,49.0
106.0,47.0
107.0,43.0
108.0,38.0
109.0,38.0
110.0,42.0
111.0,45.0
112.0,48.0
113.0,45.0
114.0,45.0
115.0,36.0
116.0,38.0
117.0,42.0
118.0,45.0
119.0,48.0
120.0,52.0
121.0,51.0
122.0,44.0
123.0,35.0
124.0,40.0
125.0,41.0
126.0,48.0
127.0,50.0
128.0,45.0
129.0,48.0
130.0,40.0
131.0,41.0
132.0,37.0
133.0,45.0
134.0,48.0
135.0,49.0
136.0,47.0
137.0,44.0
138.0,36.0
139.0,39.0
140.0,44.0
141.0,50.0
142.0,51.0
143.0,45.0
144.0,43.0
145.0,38.0
146.0,43.0
147.0,37.0
148.0,44.0
149.0,51.0
150.0,48.0
151.0,47.0
152.0,42.0
153.0,39.0
154.0,39.0
155.0,41.0
156.0,52.0
157.0,47.0
158.0,48.0
159.0,41.0
160.0,41.0
161.0,43.0
162.0,38.0
163.0,45.0
164.0,47.0
165.0,47.0
166.0,48.0
167.0,39.0
168.0,40.0
169.0,39.0
170.0,44.0
171.0,48.0
172.0,48.0
173.0,45.0
174.0,36.0
175.0,43.0
176.0,40.0
177.0,44.0
178.0,41.0
179.0,50.0
180.0,47.0
181.0,43.0
182.0,39.0
183.0,38.0
184.0,41.0
185.0,44.0
186.0,50.0
187.0,48.0
188.0,43.0
189.0,34.0
190.0,40.0
191.0,41.0
192.0,41.0
193.0,47.0
194.0,50.0
195.0,47.0
196.0,44.0
197.0,40.0
198.0,42.0
199.0,40.0
200.0,46.0
201.0,53.0
202.0,44.0
203.0,44.0
204.0,34.0
205.0,40.0
206.0,39.0
207.0,44.0
208.0,49.0
209.0,50.0
210.0,46.0
211.0,37.0
212.0,39.0
213.0,37.0
214.0,42.0
215.0,49.0
216.0,51.0
217.0,48.0
218.0,46.0
219.0,39.0
220.0,40.0
221.0,40.0
222.0,46.0
223.0,51.0
224.0,44.0
225.0,47.0
226.0,40.0
227.0,36.0
228.0,40.0
229.0,44.0
230.0,46.0
231.0,49.0
232.0,48.0
233.0,45.0
234.0,35.0
235.0,43.0
236.0,41.0
237.0,48.0
238.0,51.0
239.0,45.0
240.0,43.0
241.0,37.0
242.0,45.0
243.0,39.0
244.0,48.0
245.0,49.0
246.0,46.0
247.0,49.0
248.0,39.0
249.0,39.0
250.0,38.0
251.0,45.0
252.0,48.0
253.0,47.0
254.0,47.0
255.0,40.0
256.0,36.0
257.0,41.0
258.0,41.0
259.0,44.0
260.0,50.0
261.0,45.0
262.0,47.0
263.0,38.0
264.0,41.0
265.0,38.0
266.0,43.0
267.0,49.0
268.0,50.0
269.0,48.0
270.0,41.0
271.0,40.0
272.0,38.0
273.0,45.0
274.0,47.0
275.0,49.0
276.0,47.0
277.0,44.0
278.0,34.0
279.0,40.0
280.0,38.0
281.0,45.0
282.0,49.0
283.0,48.0
284.0,48.0
285.0,40.0
286.0,38.0
287.0,39.0
288.0,43.0
289.0,50.0
290.0,50.0
291.0,45.0
292.0,47.0
293.0,39.0
294.0,40.0
295.0,41.0
296.0,48.0
297.0,48.0
298.0,44.0
299.0,47.0
300.0,39.0
301.0,40.0
302.0,38.0
303.0,46.0
304.0,47.0
305.0,48.0
306.0,46.0
307.0,39.0
308.0,39.0
309.0,39.0
310.0,41.0
311.0,47.0
312.0,48.0
313.0,49.0
314.0,45.0
315.0,39.0
316.0,41.0
317.0,38.0
318.0,42.0
319.0,48.0
320.0,52.0
321.0,49.0
322.0,39.0
323.0,39.0
324.0,39.0
325.0,39.0
326.0,43.0
327.0,53.0
328.0,47.0
329.0,42.0
330.0,39.0
331.0,41.0
332.0,39.0
333.0,43.0
334.0,52.0
335.0,49.0
336.0,47.0
337.0,40.0
338.0,38.0
339.0,40.0
340.0,41.0
341.0,47.0
342.0,50.0
343.0,46.0
344.0,43.0
345.0,35.0
346.0,42.0
347.0,39.0
348.0,45.0
349.0,51.0
350.0,47.0
351.0,48.0
352.0,39.0
353.0,41.0
354.0,39.0
355.0,45.0
356.0,51.0
357.0,50.0
358.0,44.0
359.0,43.0
360.0,37.0
361.0,39.0
362.0,42.0
363.0,49.0
364.0,47.0
365.0,44.0
366.0,44.0
367.0,39.0
368.0,40.0
369.0,40.0
370.0,44.0
371.0,50.0
372.0,47.0
373.0,45.0
374.0,40.0
375.0,37.0
376.0,41.0
377.0,44.0
378.0,53.0
379.0,51.0
380.0,43.0
381.0,40.0
382.0,43.0
