attendance,[step] 
56.0,1.0
58.0,2.0
58.0,3.0
56.0,4.0
50.0,5.0
56.0,6.0
57.0,7.0
56.0,8.0
51.0,9.0
54.0,10.0
51.0,11.0
58.0,12.0
62.0,13.0
68.0,14.0
66.0,15.0
63.0,16.0
55.0,17.0
62.0,18.0
61.0,19.0
63.0,20.0
61.0,21.0
60.0,22.0
61.0,23.0
66.0,24.0
63.0,25.0
59.0,26.0
61.0,27.0
59.0,28.0
59.0,29.0
59.0,30.0
55.0,31.0
54.0,32.0
59.0,33.0
59.0,34.0
53.0,35.0
60.0,36.0
66.0,37.0
63.0,38.0
59.0,39.0
59.0,40.0
58.0,41.0
63.0,42.0
64.0,43.0
60.0,44.0
61.0,45.0
66.0,46.0
63.0,47.0
63.0,48.0
63.0,49.0
61.0,50.0
63.0,51.0
63.0,52.0
61.0,53.0
58.0,54.0
61.0,55.0
59.0,56.0
56.0,57.0
59.0,58.0
58.0,59.0
58.0,60.0
62.0,61.0
59.0,62.0
56.0,63.0
61.0,64.0
60.0,65.0
57.0,66.0
58.0,67.0
59.0,68.0
57.0,69.0
62.0,70.0
63.0,71.0
59.0,72.0
62.0,73.0
71.0,74.0
61.0,75.0
61.0,76.0
61.0,77.0
61.0,78.0
66.0,79.0
65.0,80.0
61.0,81.0
61.0,82.0
65.0,83.0
61.0,84.0
59.0,85.0
60.0,86.0
58.0,87.0
59.0,88.0
60.0,89.0
56.0,90.0
54.0,91.0
62.0,92.0
58.0,93.0
55.0,94.0
61.0,95.0
59.0,96.0
59.0,97.0
60.0,98.0
59.0,99.0
58.0,100.0
66.0,101.0
68.0,102.0
62.0,103.0
65.0,104.0
65.0,105.0
61.0,106.0
63.0,107.0
63.0,108.0
58.0,109.0
62.0,110.0
63.0,111.0
58.0,112.0
61.0,113.0
62.0,114.0
55.0,115.0
59.0,116.0
61.0,117.0
51.0,118.0
54.0,119.0
63.0,120.0
54.0,121.0
54.0,122.0
63.0,123.0
58.0,124.0
61.0,125.0
63.0,126.0
59.0,127.0
60.0,128.0
67.0,129.0
66.0,130.0
59.0,131.0
70.0,132.0
65.0,133.0
61.0,134.0
66.0,135.0
66.0,136.0
59.0,137.0
60.0,138.0
61.0,139.0
59.0,140.0
62.0,141.0
57.0,142.0
57.0,143.0
60.0,144.0
61.0,145.0
53.0,146.0
54.0,147.0
62.0,148.0
54.0,149.0
56.0,150.0
61.0,151.0
56.0,152.0
59.0,153.0
65.0,154.0
62.0,155.0
64.0,156.0
65.0,157.0
63.0,158.0
63.0,159.0
68.0,160.0
66.0,161.0
59.0,162.0
67.0,163.0
65.0,164.0
61.0,165.0
62.0,166.0
59.0,167.0
57.0,168.0
61.0,169.0
57.0,170.0
56.0,171.0
63.0,172.0
58.0,173.0
53.0,174.0
57.0,175.0
62.0,176.0
54.0,177.0
53.0,178.0
61.0,179.0
56.0,180.0
60.0,181.0
65.0,182.0
60.0,183.0
63.0,184.0
70.0,185.0
64.0,186.0
63.0,187.0
67.0,188.0
65.0,189.0
61.0,190.0
65.0,191.0
67.0,192.0
58.0,193.0
60.0,194.0
61.0,195.0
59.0,196.0
62.0,197.0
58.0,198.0
57.0,199.0
61.0,200.0
57.0,201.0
52.0,202.0
56.0,203.0
56.0,204.0
53.0,205.0
56.0,206.0
60.0,207.0
60.0,208.0
57.0,209.0
64.0,210.0
61.0,211.0
62.0,212.0
64.0,213.0
65.0,214.0
66.0,215.0
66.0,216.0
65.0,217.0
66.0,218.0
67.0,219.0
65.0,220.0
65.0,221.0
63.0,222.0
62.0,223.0
58.0,224.0
58.0,225.0
60.0,226.0
57.0,227.0
62.0,228.0
57.0,229.0
53.0,230.0
55.0,231.0
58.0,232.0
53.0,233.0
52.0,234.0
56.0,235.0
55.0,236.0
62.0,237.0
60.0,238.0
56.0,239.0
62.0,240.0
66.0,241.0
65.0,242.0
65.0,243.0
65.0,244.0
67.0,245.0
68.0,246.0
64.0,247.0
66.0,248.0
62.0,249.0
64.0,250.0
61.0,251.0
61.0,252.0
61.0,253.0
58.0,254.0
62.0,255.0
58.0,256.0
55.0,257.0
58.0,258.0
60.0,259.0
52.0,260.0
54.0,261.0
55.0,262.0
57.0,263.0
58.0,264.0
56.0,265.0
57.0,266.0
59.0,267.0
61.0,268.0
63.0,269.0
62.0,270.0
64.0,271.0
66.0,272.0
68.0,273.0
67.0,274.0
67.0,275.0
65.0,276.0
66.0,277.0
68.0,278.0
62.0,279.0
59.0,280.0
59.0,281.0
60.0,282.0
61.0,283.0
59.0,284.0
60.0,285.0
58.0,286.0
59.0,287.0
56.0,288.0
52.0,289.0
55.0,290.0
55.0,291.0
53.0,292.0
54.0,293.0
53.0,294.0
58.0,295.0
63.0,296.0
65.0,297.0
66.0,298.0
60.0,299.0
65.0,300.0
68.0,301.0
67.0,302.0
68.0,303.0
66.0,304.0
67.0,305.0
69.0,306.0
64.0,307.0
61.0,308.0
56.0,309.0
57.0,310.0
58.0,311.0
64.0,312.0
61.0,313.0
59.0,314.0
58.0,315.0
54.0,316.0
51.0,317.0
55.0,318.0
54.0,319.0
50.0,320.0
57.0,321.0
57.0,322.0
57.0,323.0
58.0,324.0
61.0,325.0
63.0,326.0
64.0,327.0
64.0,328.0
62.0,329.0
65.0,330.0
66.0,331.0
67.0,332.0
67.0,333.0
68.0,334.0
65.0,335.0
66.0,336.0
63.0,337.0
60.0,338.0
58.0,339.0
57.0,340.0
59.0,341.0
60.0,342.0
58.0,343.0
53.0,344.0
54.0,345.0
57.0,346.0
52.0,347.0
52.0,348.0
57.0,349.0
55.0,350.0
55.0,351.0
59.0,352.0
59.0,353.0
61.0,354.0
63.0,355.0
64.0,356.0
65.0,357.0
67.0,358.0
67.0,359.0
66.0,360.0
66.0,361.0
69.0,362.0
63.0,363.0
64.0,364.0
63.0,365.0
58.0,366.0
57.0,367.0
57.0,368.0
59.0,369.0
61.0,370.0
63.0,371.0
55.0,372.0
57.0,373.0
55.0,374.0
54.0,375.0
51.0,376.0
56.0,377.0
56.0,378.0
54.0,379.0
57.0,380.0
57.0,381.0
61.0,382.0
65.0,383.0
68.0,384.0
64.0,385.0
68.0,386.0
62.0,387.0
66.0,388.0
64.0,389.0
69.0,390.0
65.0,391.0
63.0,392.0
66.0,393.0
62.0,394.0
62.0,395.0
57.0,396.0
59.0,397.0
60.0,398.0
62.0,399.0
55.0,400.0
56.0,401.0
55.0,402.0
54.0,403.0
55.0,404.0
52.0,405.0
53.0,406.0
53.0,407.0
58.0,408.0
60.0,409.0
59.0,410.0
60.0,411.0
61.0,412.0
67.0,413.0
66.0,414.0
63.0,415.0
65.0,416.0
66.0,417.0
69.0,418.0
67.0,419.0
66.0,420.0
64.0,421.0
64.0,422.0
62.0,423.0
61.0,424.0
60.0,425.0
58.0,426.0
57.0,427.0
60.0,428.0
56.0,429.0
53.0,430.0
59.0,431.0
56.0,432.0
50.0,433.0
53.0,434.0
56.0,435.0
57.0,436.0
56.0,437.0
56.0,438.0
58.0,439.0
61.0,440.0
63.0,441.0
65.0,442.0
64.0,443.0
66.0,444.0
66.0,445.0
69.0,446.0
70.0,447.0
67.0,448.0
65.0,449.0
65.0,450.0
60.0,451.0
59.0,452.0
56.0,453.0
56.0,454.0
58.0,455.0
58.0,456.0
57.0,457.0
56.0,458.0
59.0,459.0
55.0,460.0
53.0,461.0
55.0,462.0
55.0,463.0
56.0,464.0
56.0,465.0
57.0,466.0
58.0,467.0
60.0,468.0
63.0,469.0
65.0,470.0
66.0,471.0
67.0,472.0
65.0,473.0
66.0,474.0
66.0,475.0
62.0,476.0
64.0,477.0
64.0,478.0
62.0,479.0
63.0,480.0
63.0,481.0
63.0,482.0
61.0,483.0
61.0,484.0
56.0,485.0
57.0,486.0
57.0,487.0
54.0,488.0
52.0,489.0
56.0,490.0
54.0,491.0
50.0,492.0
56.0,493.0
55.0,494.0
61.0,495.0
62.0,496.0
59.0,497.0
59.0,498.0
64.0,499.0
63.0,500.0
87.0,0.0
35.0,1.0
60.0,2.0
55.0,3.0
24.0,4.0
34.0,5.0
59.0,6.0
52.0,7.0
40.0,8.0
40.0,9.0
33.0,10.0
40.0,11.0
46.0,12.0
57.0,13.0
40.0,14.0
40.0,15.0
40.0,16.0
34.0,17.0
42.0,18.0
61.0,19.0
47.0,20.0
36.0,21.0
39.0,22.0
36.0,23.0
41.0,24.0
57.0,25.0
50.0,26.0
33.0,27.0
47.0,28.0
34.0,29.0
36.0,30.0
55.0,31.0
54.0,32.0
32.0,33.0
47.0,34.0
38.0,35.0
37.0,36.0
50.0,37.0
56.0,38.0
35.0,39.0
44.0,40.0
36.0,41.0
38.0,42.0
54.0,43.0
56.0,44.0
31.0,45.0
48.0,46.0
37.0,47.0
35.0,48.0
52.0,49.0
60.0,50.0
34.0,51.0
45.0,52.0
35.0,53.0
38.0,54.0
52.0,55.0
56.0,56.0
33.0,57.0
49.0,58.0
34.0,59.0
37.0,60.0
55.0,61.0
57.0,62.0
31.0,63.0
50.0,64.0
38.0,65.0
36.0,66.0
50.0,67.0
58.0,68.0
37.0,69.0
43.0,70.0
38.0,71.0
39.0,72.0
50.0,73.0
52.0,74.0
35.0,75.0
48.0,76.0
37.0,77.0
38.0,78.0
52.0,79.0
52.0,80.0
34.0,81.0
47.0,82.0
39.0,83.0
38.0,84.0
50.0,85.0
53.0,86.0
31.0,87.0
49.0,88.0
40.0,89.0
37.0,90.0
47.0,91.0
58.0,92.0
35.0,93.0
45.0,94.0
37.0,95.0
38.0,96.0
53.0,97.0
53.0,98.0
33.0,99.0
48.0,100.0
37.0,101.0
38.0,102.0
48.0,103.0
57.0,104.0
35.0,105.0
46.0,106.0
35.0,107.0
38.0,108.0
51.0,109.0
59.0,110.0
32.0,111.0
50.0,112.0
32.0,113.0
36.0,114.0
54.0,115.0
61.0,116.0
31.0,117.0
48.0,118.0
37.0,119.0
34.0,120.0
51.0,121.0
63.0,122.0
37.0,123.0
44.0,124.0
34.0,125.0
36.0,126.0
51.0,127.0
56.0,128.0
39.0,129.0
45.0,130.0
39.0,131.0
37.0,132.0
44.0,133.0
56.0,134.0
42.0,135.0
44.0,136.0
37.0,137.0
37.0,138.0
43.0,139.0
54.0,140.0
47.0,141.0
40.0,142.0
43.0,143.0
34.0,144.0
42.0,145.0
50.0,146.0
50.0,147.0
38.0,148.0
51.0,149.0
29.0,150.0
41.0,151.0
57.0,152.0
57.0,153.0
33.0,154.0
51.0,155.0
29.0,156.0
38.0,157.0
61.0,158.0
56.0,159.0
33.0,160.0
47.0,161.0
35.0,162.0
38.0,163.0
55.0,164.0
49.0,165.0
33.0,166.0
49.0,167.0
39.0,168.0
38.0,169.0
48.0,170.0
54.0,171.0
34.0,172.0
43.0,173.0
42.0,174.0
40.0,175.0
48.0,176.0
51.0,177.0
32.0,178.0
48.0,179.0
44.0,180.0
38.0,181.0
41.0,182.0
54.0,183.0
42.0,184.0
42.0,185.0
41.0,186.0
41.0,187.0
43.0,188.0
50.0,189.0
40.0,190.0
44.0,191.0
42.0,192.0
43.0,193.0
37.0,194.0
52.0,195.0
46.0,196.0
38.0,197.0
49.0,198.0
39.0,199.0
39.0,200.0
45.0,201.0
47.0,202.0
46.0,203.0
40.0,204.0
46.0,205.0
33.0,206.0
48.0,207.0
55.0,208.0
44.0,209.0
38.0,210.0
45.0,211.0
31.0,212.0
50.0,213.0
58.0,214.0
45.0,215.0
31.0,216.0
46.0,217.0
31.0,218.0
49.0,219.0
60.0,220.0
42.0,221.0
33.0,222.0
45.0,223.0
33.0,224.0
45.0,225.0
57.0,226.0
44.0,227.0
35.0,228.0
43.0,229.0
37.0,230.0
45.0,231.0
52.0,232.0
47.0,233.0
34.0,234.0
43.0,235.0
34.0,236.0
47.0,237.0
55.0,238.0
48.0,239.0
31.0,240.0
49.0,241.0
31.0,242.0
44.0,243.0
58.0,244.0
50.0,245.0
29.0,246.0
49.0,247.0
33.0,248.0
47.0,249.0
56.0,250.0
47.0,251.0
27.0,252.0
54.0,253.0
37.0,254.0
48.0,255.0
52.0,256.0
42.0,257.0
33.0,258.0
54.0,259.0
41.0,260.0
47.0,261.0
47.0,262.0
38.0,263.0
36.0,264.0
51.0,265.0
48.0,266.0
40.0,267.0
48.0,268.0
35.0,269.0
37.0,270.0
52.0,271.0
50.0,272.0
39.0,273.0
46.0,274.0
37.0,275.0
35.0,276.0
53.0,277.0
53.0,278.0
34.0,279.0
49.0,280.0
38.0,281.0
36.0,282.0
45.0,283.0
62.0,284.0
41.0,285.0
41.0,286.0
38.0,287.0
34.0,288.0
49.0,289.0
58.0,290.0
40.0,291.0
44.0,292.0
40.0,293.0
34.0,294.0
45.0,295.0
59.0,296.0
41.0,297.0
42.0,298.0
38.0,299.0
34.0,300.0
42.0,301.0
62.0,302.0
43.0,303.0
38.0,304.0
40.0,305.0
35.0,306.0
39.0,307.0
64.0,308.0
46.0,309.0
34.0,310.0
44.0,311.0
37.0,312.0
37.0,313.0
59.0,314.0
46.0,315.0
35.0,316.0
47.0,317.0
39.0,318.0
37.0,319.0
51.0,320.0
49.0,321.0
36.0,322.0
45.0,323.0
45.0,324.0
40.0,325.0
37.0,326.0
54.0,327.0
44.0,328.0
43.0,329.0
40.0,330.0
41.0,331.0
41.0,332.0
54.0,333.0
46.0,334.0
38.0,335.0
50.0,336.0
32.0,337.0
36.0,338.0
57.0,339.0
55.0,340.0
39.0,341.0
42.0,342.0
35.0,343.0
39.0,344.0
51.0,345.0
54.0,346.0
36.0,347.0
46.0,348.0
35.0,349.0
37.0,350.0
52.0,351.0
58.0,352.0
31.0,353.0
50.0,354.0
35.0,355.0
37.0,356.0
50.0,357.0
60.0,358.0
34.0,359.0
44.0,360.0
37.0,361.0
38.0,362.0
53.0,363.0
56.0,364.0
31.0,365.0
46.0,366.0
37.0,367.0
36.0,368.0
52.0,369.0
59.0,370.0
31.0,371.0
47.0,372.0
35.0,373.0
37.0,374.0
54.0,375.0
62.0,376.0
32.0,377.0
43.0,378.0
38.0,379.0
38.0,380.0
54.0,381.0
55.0,382.0
31.0,383.0
47.0,384.0
36.0,385.0
37.0,386.0
52.0,387.0
60.0,388.0
33.0,389.0
43.0,390.0
37.0,391.0
41.0,392.0
51.0,393.0
58.0,394.0
30.0,395.0
45.0,396.0
37.0,397.0
35.0,398.0
55.0,399.0
64.0,400.0
34.0,401.0
40.0,402.0
38.0,403.0
36.0,404.0
53.0,405.0
59.0,406.0
32.0,407.0
48.0,408.0
37.0,409.0
35.0,410.0
46.0,411.0
66.0,412.0
39.0,413.0
43.0,414.0
37.0,415.0
34.0,416.0
46.0,417.0
57.0,418.0
43.0,419.0
41.0,420.0
40.0,421.0
34.0,422.0
43.0,423.0
55.0,424.0
48.0,425.0
37.0,426.0
45.0,427.0
31.0,428.0
43.0,429.0
57.0,430.0
54.0,431.0
31.0,432.0
54.0,433.0
29.0,434.0
38.0,435.0
62.0,436.0
58.0,437.0
34.0,438.0
45.0,439.0
32.0,440.0
43.0,441.0
53.0,442.0
53.0,443.0
33.0,444.0
49.0,445.0
33.0,446.0
40.0,447.0
63.0,448.0
53.0,449.0
30.0,450.0
45.0,451.0
36.0,452.0
41.0,453.0
54.0,454.0
49.0,455.0
34.0,456.0
44.0,457.0
43.0,458.0
41.0,459.0
48.0,460.0
50.0,461.0
31.0,462.0
49.0,463.0
43.0,464.0
37.0,465.0
42.0,466.0
56.0,467.0
41.0,468.0
42.0,469.0
38.0,470.0
38.0,471.0
47.0,472.0
53.0,473.0
41.0,474.0
43.0,475.0
39.0,476.0
38.0,477.0
41.0,478.0
54.0,479.0
48.0,480.0
40.0,481.0
44.0,482.0
34.0,483.0
40.0,484.0
49.0,485.0
52.0,486.0
39.0,487.0
50.0,488.0
31.0,489.0
39.0,490.0
53.0,491.0
55.0,492.0
36.0,493.0
51.0,494.0
29.0,495.0
39.0,496.0
60.0,497.0
55.0,498.0
33.0,499.0
52.0,500.0
51.0,0.0
58.0,1.0
49.0,2.0
38.0,3.0
63.0,4.0
60.0,5.0
47.0,6.0
54.0,7.0
49.0,8.0
46.0,9.0
66.0,10.0
59.0,11.0
43.0,12.0
55.0,13.0
56.0,14.0
45.0,15.0
65.0,16.0
59.0,17.0
42.0,18.0
55.0,19.0
56.0,20.0
46.0,21.0
63.0,22.0
55.0,23.0
45.0,24.0
55.0,25.0
54.0,26.0
52.0,27.0
56.0,28.0
51.0,29.0
45.0,30.0
59.0,31.0
59.0,32.0
48.0,33.0
50.0,34.0
56.0,35.0
45.0,36.0
56.0,37.0
62.0,38.0
51.0,39.0
48.0,40.0
57.0,41.0
49.0,42.0
53.0,43.0
62.0,44.0
52.0,45.0
46.0,46.0
53.0,47.0
57.0,48.0
50.0,49.0
60.0,50.0
54.0,51.0
40.0,52.0
56.0,53.0
65.0,54.0
46.0,55.0
57.0,56.0
54.0,57.0
41.0,58.0
58.0,59.0
66.0,60.0
49.0,61.0
50.0,62.0
54.0,63.0
49.0,64.0
59.0,65.0
62.0,66.0
52.0,67.0
43.0,68.0
64.0,69.0
55.0,70.0
44.0,71.0
64.0,72.0
59.0,73.0
42.0,74.0
56.0,75.0
52.0,76.0
50.0,77.0
61.0,78.0
56.0,79.0
44.0,80.0
54.0,81.0
59.0,82.0
51.0,83.0
55.0,84.0
54.0,85.0
47.0,86.0
51.0,87.0
62.0,88.0
55.0,89.0
48.0,90.0
54.0,91.0
51.0,92.0
46.0,93.0
61.0,94.0
60.0,95.0
43.0,96.0
54.0,97.0
54.0,98.0
48.0,99.0
59.0,100.0
57.0,101.0
48.0,102.0
48.0,103.0
62.0,104.0
53.0,105.0
49.0,106.0
56.0,107.0
50.0,108.0
48.0,109.0
58.0,110.0
60.0,111.0
46.0,112.0
51.0,113.0
53.0,114.0
47.0,115.0
62.0,116.0
58.0,117.0
44.0,118.0
53.0,119.0
61.0,120.0
48.0,121.0
54.0,122.0
57.0,123.0
48.0,124.0
48.0,125.0
63.0,126.0
55.0,127.0
49.0,128.0
53.0,129.0
49.0,130.0
50.0,131.0
64.0,132.0
58.0,133.0
44.0,134.0
52.0,135.0
62.0,136.0
46.0,137.0
56.0,138.0
59.0,139.0
43.0,140.0
51.0,141.0
62.0,142.0
52.0,143.0
50.0,144.0
54.0,145.0
52.0,146.0
54.0,147.0
57.0,148.0
52.0,149.0
46.0,150.0
56.0,151.0
53.0,152.0
49.0,153.0
58.0,154.0
54.0,155.0
49.0,156.0
50.0,157.0
59.0,158.0
53.0,159.0
49.0,160.0
55.0,161.0
52.0,162.0
47.0,163.0
59.0,164.0
57.0,165.0
49.0,166.0
49.0,167.0
55.0,168.0
52.0,169.0
53.0,170.0
58.0,171.0
52.0,172.0
45.0,173.0
56.0,174.0
56.0,175.0
50.0,176.0
58.0,177.0
52.0,178.0
41.0,179.0
59.0,180.0
62.0,181.0
44.0,182.0
56.0,183.0
51.0,184.0
46.0,185.0
60.0,186.0
59.0,187.0
48.0,188.0
54.0,189.0
53.0,190.0
46.0,191.0
59.0,192.0
62.0,193.0
45.0,194.0
49.0,195.0
59.0,196.0
49.0,197.0
55.0,198.0
60.0,199.0
51.0,200.0
44.0,201.0
57.0,202.0
57.0,203.0
54.0,204.0
58.0,205.0
46.0,206.0
41.0,207.0
72.0,208.0
62.0,209.0
41.0,210.0
60.0,211.0
48.0,212.0
42.0,213.0
66.0,214.0
62.0,215.0
44.0,216.0
56.0,217.0
47.0,218.0
45.0,219.0
68.0,220.0
62.0,221.0
40.0,222.0
57.0,223.0
52.0,224.0
46.0,225.0
69.0,226.0
59.0,227.0
42.0,228.0
54.0,229.0
60.0,230.0
45.0,231.0
62.0,232.0
55.0,233.0
43.0,234.0
56.0,235.0
62.0,236.0
48.0,237.0
56.0,238.0
50.0,239.0
47.0,240.0
56.0,241.0
61.0,242.0
49.0,243.0
51.0,244.0
56.0,245.0
43.0,246.0
55.0,247.0
66.0,248.0
50.0,249.0
47.0,250.0
56.0,251.0
47.0,252.0
57.0,253.0
60.0,254.0
53.0,255.0
45.0,256.0
61.0,257.0
53.0,258.0
46.0,259.0
62.0,260.0
57.0,261.0
44.0,262.0
56.0,263.0
53.0,264.0
49.0,265.0
61.0,266.0
55.0,267.0
43.0,268.0
56.0,269.0
58.0,270.0
49.0,271.0
57.0,272.0
52.0,273.0
41.0,274.0
63.0,275.0
59.0,276.0
44.0,277.0
54.0,278.0
55.0,279.0
46.0,280.0
61.0,281.0
57.0,282.0
49.0,283.0
49.0,284.0
55.0,285.0
51.0,286.0
57.0,287.0
61.0,288.0
51.0,289.0
43.0,290.0
58.0,291.0
57.0,292.0
49.0,293.0
59.0,294.0
52.0,295.0
39.0,296.0
65.0,297.0
62.0,298.0
43.0,299.0
58.0,300.0
50.0,301.0
43.0,302.0
66.0,303.0
62.0,304.0
42.0,305.0
55.0,306.0
54.0,307.0
44.0,308.0
68.0,309.0
58.0,310.0
40.0,311.0
58.0,312.0
58.0,313.0
43.0,314.0
64.0,315.0
56.0,316.0
42.0,317.0
58.0,318.0
56.0,319.0
49.0,320.0
57.0,321.0
52.0,322.0
46.0,323.0
56.0,324.0
63.0,325.0
48.0,326.0
52.0,327.0
51.0,328.0
48.0,329.0
61.0,330.0
62.0,331.0
47.0,332.0
46.0,333.0
64.0,334.0
46.0,335.0
52.0,336.0
63.0,337.0
48.0,338.0
49.0,339.0
58.0,340.0
51.0,341.0
54.0,342.0
53.0,343.0
51.0,344.0
50.0,345.0
59.0,346.0
59.0,347.0
48.0,348.0
51.0,349.0
56.0,350.0
44.0,351.0
57.0,352.0
62.0,353.0
48.0,354.0
44.0,355.0
60.0,356.0
53.0,357.0
53.0,358.0
62.0,359.0
49.0,360.0
40.0,361.0
66.0,362.0
61.0,363.0
47.0,364.0
59.0,365.0
46.0,366.0
41.0,367.0
70.0,368.0
64.0,369.0
42.0,370.0
55.0,371.0
50.0,372.0
46.0,373.0
68.0,374.0
58.0,375.0
45.0,376.0
53.0,377.0
57.0,378.0
47.0,379.0
63.0,380.0
58.0,381.0
40.0,382.0
55.0,383.0
59.0,384.0
48.0,385.0
59.0,386.0
54.0,387.0
42.0,388.0
60.0,389.0
60.0,390.0
46.0,391.0
54.0,392.0
54.0,393.0
46.0,394.0
58.0,395.0
60.0,396.0
49.0,397.0
47.0,398.0
58.0,399.0
55.0,400.0
53.0,401.0
56.0,402.0
48.0,403.0
45.0,404.0
66.0,405.0
60.0,406.0
39.0,407.0
59.0,408.0
51.0,409.0
48.0,410.0
65.0,411.0
60.0,412.0
42.0,413.0
52.0,414.0
56.0,415.0
52.0,416.0
65.0,417.0
50.0,418.0
44.0,419.0
57.0,420.0
57.0,421.0
46.0,422.0
59.0,423.0
53.0,424.0
44.0,425.0
57.0,426.0
58.0,427.0
49.0,428.0
52.0,429.0
52.0,430.0
50.0,431.0
56.0,432.0
60.0,433.0
49.0,434.0
46.0,435.0
60.0,436.0
53.0,437.0
50.0,438.0
57.0,439.0
54.0,440.0
47.0,441.0
56.0,442.0
57.0,443.0
50.0,444.0
49.0,445.0
57.0,446.0
54.0,447.0
51.0,448.0
55.0,449.0
52.0,450.0
46.0,451.0
60.0,452.0
55.0,453.0
46.0,454.0
57.0,455.0
54.0,456.0
46.0,457.0
55.0,458.0
63.0,459.0
49.0,460.0
52.0,461.0
53.0,462.0
48.0,463.0
56.0,464.0
63.0,465.0
52.0,466.0
46.0,467.0
57.0,468.0
52.0,469.0
53.0,470.0
61.0,471.0
54.0,472.0
41.0,473.0
57.0,474.0
59.0,475.0
47.0,476.0
61.0,477.0
49.0,478.0
41.0,479.0
63.0,480.0
62.0,481.0
41.0,482.0
56.0,483.0
51.0,484.0
48.0,485.0
63.0,486.0
60.0,487.0
43.0,488.0
54.0,489.0
58.0,490.0
47.0,491.0
62.0,492.0
56.0,493.0
43.0,494.0
54.0,495.0
61.0,496.0
52.0,497.0
54.0,498.0
55.0,499.0
47.0,500.0
92.0,0.0
54.0,1.0
45.0,2.0
51.0,3.0
46.0,4.0
61.0,5.0
72.0,6.0
57.0,7.0
50.0,8.0
50.0,9.0
56.0,10.0
51.0,11.0
70.0,12.0
61.0,13.0
48.0,14.0
50.0,15.0
56.0,16.0
47.0,17.0
74.0,18.0
61.0,19.0
45.0,20.0
46.0,21.0
58.0,22.0
46.0,23.0
75.0,24.0
64.0,25.0
41.0,26.0
42.0,27.0
61.0,28.0
43.0,29.0
76.0,30.0
68.0,31.0
44.0,32.0
36.0,33.0
61.0,34.0
47.0,35.0
78.0,36.0
70.0,37.0
42.0,38.0
38.0,39.0
65.0,40.0
40.0,41.0
77.0,42.0
72.0,43.0
46.0,44.0
33.0,45.0
67.0,46.0
45.0,47.0
74.0,48.0
67.0,49.0
49.0,50.0
34.0,51.0
63.0,52.0
49.0,53.0
70.0,54.0
70.0,55.0
44.0,56.0
38.0,57.0
64.0,58.0
46.0,59.0
76.0,60.0
70.0,61.0
43.0,62.0
34.0,63.0
63.0,64.0
43.0,65.0
77.0,66.0
72.0,67.0
44.0,68.0
36.0,69.0
65.0,70.0
45.0,71.0
74.0,72.0
69.0,73.0
47.0,74.0
34.0,75.0
62.0,76.0
47.0,77.0
74.0,78.0
73.0,79.0
43.0,80.0
37.0,81.0
63.0,82.0
44.0,83.0
74.0,84.0
70.0,85.0
50.0,86.0
37.0,87.0
62.0,88.0
46.0,89.0
75.0,90.0
68.0,91.0
46.0,92.0
41.0,93.0
59.0,94.0
42.0,95.0
79.0,96.0
68.0,97.0
48.0,98.0
42.0,99.0
57.0,100.0
44.0,101.0
77.0,102.0
67.0,103.0
48.0,104.0
45.0,105.0
53.0,106.0
43.0,107.0
77.0,108.0
67.0,109.0
48.0,110.0
48.0,111.0
50.0,112.0
42.0,113.0
76.0,114.0
68.0,115.0
46.0,116.0
51.0,117.0
47.0,118.0
45.0,119.0
74.0,120.0
73.0,121.0
48.0,122.0
50.0,123.0
46.0,124.0
45.0,125.0
74.0,126.0
72.0,127.0
50.0,128.0
49.0,129.0
48.0,130.0
45.0,131.0
72.0,132.0
70.0,133.0
51.0,134.0
51.0,135.0
48.0,136.0
45.0,137.0
73.0,138.0
66.0,139.0
50.0,140.0
53.0,141.0
48.0,142.0
43.0,143.0
73.0,144.0
69.0,145.0
51.0,146.0
51.0,147.0
46.0,148.0
48.0,149.0
70.0,150.0
71.0,151.0
51.0,152.0
51.0,153.0
49.0,154.0
48.0,155.0
69.0,156.0
70.0,157.0
52.0,158.0
50.0,159.0
48.0,160.0
50.0,161.0
69.0,162.0
66.0,163.0
53.0,164.0
51.0,165.0
53.0,166.0
45.0,167.0
66.0,168.0
72.0,169.0
50.0,170.0
48.0,171.0
50.0,172.0
45.0,173.0
69.0,174.0
70.0,175.0
52.0,176.0
49.0,177.0
49.0,178.0
48.0,179.0
71.0,180.0
66.0,181.0
52.0,182.0
51.0,183.0
52.0,184.0
43.0,185.0
72.0,186.0
67.0,187.0
50.0,188.0
52.0,189.0
47.0,190.0
43.0,191.0
73.0,192.0
70.0,193.0
51.0,194.0
53.0,195.0
47.0,196.0
46.0,197.0
69.0,198.0
69.0,199.0
53.0,200.0
53.0,201.0
49.0,202.0
46.0,203.0
68.0,204.0
69.0,205.0
52.0,206.0
52.0,207.0
52.0,208.0
45.0,209.0
65.0,210.0
71.0,211.0
49.0,212.0
51.0,213.0
49.0,214.0
47.0,215.0
63.0,216.0
73.0,217.0
47.0,218.0
52.0,219.0
51.0,220.0
46.0,221.0
66.0,222.0
72.0,223.0
44.0,224.0
55.0,225.0
49.0,226.0
50.0,227.0
64.0,228.0
78.0,229.0
43.0,230.0
50.0,231.0
50.0,232.0
50.0,233.0
64.0,234.0
78.0,235.0
42.0,236.0
52.0,237.0
50.0,238.0
54.0,239.0
54.0,240.0
76.0,241.0
50.0,242.0
45.0,243.0
52.0,244.0
57.0,245.0
